Fase,Título,URL,Fuente,Orden
1,Acercamiento Rusia–China (RT),https://actualidad.rt.com/actualidad/461870-iniciado-acercamiento-rusia-china-sustituir-orden-internacional-liderado,RT,1
1,4 errores estratégicos,https://youtu.be/R3TUnOKj9AE,YouTube,2
1,Análisis conflicto EE. UU. vs Rusia,https://youtu.be/ddQ6I13d4Jo,YouTube,3
1,Klaus Schwab admite la derrota del Cabal,https://youtu.be/3O4MXgGQgEo,YouTube,4
2,¿En qué fase de la guerra estamos? 2,https://youtu.be/cVmsa7PWRxA,YouTube,5
2,Siguiente movimiento Venezuela,https://youtu.be/0bWQCjyrEe4,YouTube,6
2,Hiroshima,https://youtu.be/2KCWHHHW54s,YouTube,7
2,Las guerras del siglo XX,https://youtu.be/R8V6zLHaL6A,YouTube,8
2,"Total, de formas e híbrida",https://youtu.be/4s6Snof-KMM,YouTube,9
2,¿Alguna vez vieron uno?,https://youtu.be/YofFU7m54Jg,YouTube,10
2,Gqs,https://youtu.be/XCKgunU2BFA,YouTube,11
2,Pleyadianos enojados,https://youtu.be/Zo6-Hb-s7DY,YouTube,12
2,Chips,https://youtu.be/X3NSykSPrp8,YouTube,13
2,Campos de batalla del futuro,https://youtu.be/2z3l2AcXlWw,YouTube,14
2,Guerra electrónica en Ucrania,https://youtu.be/NS3Wn5Hi3xc,YouTube,15
2,La tormenta del siglo,https://youtu.be/J-x4lxBh1jQ,YouTube,16
2,Golpe de estado a Xi,https://youtu.be/F4oYIRPqwYA,YouTube,17
2,Belgorod,https://youtu.be/JdurQ7yVsEA,YouTube,18
2,Espejo y toma de Zaporiyia,https://youtu.be/DN-UyBgQ2J8,YouTube,19
3,Xi Jinping y Moscú,https://youtu.be/Sf8i0r8XrgQ,YouTube,20
3,Purga en China,https://youtu.be/20J5B_5tkC8,YouTube,21
3,Sputnik: laptop de Hunter Biden,https://divulgaciontotal.com/w/?p=23449,DivulgacionTotal,22
3,Nueva moneda mundial,https://youtu.be/GMlTHt1IzHY,YouTube,23
3,Plan chino para convertir a Perú en potencia,https://youtu.be/WTh_mdrykOk,YouTube,24
3,Oro de occidente a China,https://youtu.be/GF6S_XfzOxc,YouTube,25
3,Último comunicado,https://youtu.be/HlUbqMC8_FI,YouTube,26
3,Petrodólar y mundial de Qatar,https://youtu.be/TngmNMpSFZY,YouTube,27
3,Nuevos experimentos biológicos,https://youtu.be/mcd85LHT8PQ,YouTube,28
3,Tribunales en Donbás y bomba sucia,https://youtu.be/rY-W5nB4UT0,YouTube,29
3,La China de Xi Jinping,https://youtu.be/rOAt6Xt9vlI,YouTube,30
3,News Lugansk,https://youtu.be/uJYSmKmST9U,YouTube,31
3,Protestas en Irán,https://youtu.be/VmsuixSUUBU,YouTube,32
3,Informe RAND guerra total,https://youtu.be/Hl2tQf2yd3A,YouTube,33
4,Espejo,https://youtu.be/4iC_7zmAehk,YouTube,34
4,Las guerras del Cabal,https://youtu.be/GeORV_UlKOw,YouTube,35
4,El ejército ucraniano destruido,https://youtu.be/zwizosCeF2U,YouTube,36
4,Golpes y contragolpes,https://youtu.be/F1L3QeXWANE,YouTube,37
4,Kissinger alerta de desastre,https://youtu.be/dn0zq3NVJh4,YouTube,38
4,Feliz Navidad,https://youtu.be/zHN_dos-Doo,YouTube,39
5,Sun Tzu – Células durmientes,https://youtu.be/wX1yKzDZJ1c,YouTube,40
5,Sun Tzu 2,https://youtu.be/H6KdD3TKMN8,YouTube,41
5,Informe RAND corporation,https://youtu.be/IhDFsz1Eqvc,YouTube,42
5,ODAB 500,https://youtu.be/jqEge54QUcg,YouTube,43
5,Fulford: segunda fase Ucrania,https://benjaminfulford.net/2023/01/09/world-revolution-resumes-after-holiday-pause/,benjaminfulford.net,44
6,Documentos a Biden,https://youtu.be/WGO_0epMDt0,YouTube,45
6,Archivos de Twitter y FBI,https://divulgaciontotal.com/w/?p=24257,DivulgacionTotal,46
6,Republicanos y el ejército de Biden,https://youtu.be/TFBxKQ2tJ5s,YouTube,47
6,Snowden,https://youtu.be/6HBqZhVCk6E,YouTube,48
6,Polarización de la verdad,https://youtu.be/NUl0MDc4m9E,YouTube,49
6,Trump declara guerra a cárteles,https://youtu.be/P1-nYkLtlOY,YouTube,50
6,Cómo Biden financia la corrupción (short),https://youtube.com/shorts/0p4ywC_iMzw?feature=share,YouTube,51
6,Llegada del multilateralismo,https://youtu.be/za9PAjH2_6g,YouTube,52
6,Putin sobre campamentos,https://rumble.com/v26ctb0-el-ejercito-de-putin-r9sct8-a-mas-de-35-mil-nios-pricioneros-en-ucrania.html,Rumble,53
6,424,https://youtu.be/tYPNG3RP5XI,YouTube,54
6,De la guerra híbrida a la real,https://youtu.be/UOpYtP2P4qU,YouTube,55
6,Penicilina y Terminator 3 (whatdoesitmean),https://www.whatdoesitmean.com/index4157.htm,whatdoesitmean.com,56
6,Espejo,https://youtu.be/LJ7bNL-xxuA,YouTube,57
9,¿Puede USA frenar a China?,https://youtu.be/iaQ-B7EikZI,YouTube,58
9,Republicanos exponen el régimen de Biden,https://youtu.be/Qbhm-5n30uQ,YouTube,59
9,Rusia despliega armas nucleares en el Báltico,https://youtu.be/bUKa0ldsxTs,YouTube,60
9,Mensaje del zar a Occidente (21 feb 2023),https://youtu.be/wk4lJABFyAY,YouTube,61
9,Crisis energética (Paradigm),https://pro.paradigmnewsletters.org/p/awn_energyarmageddon_0123/LAWNZ259/?cake_s1=02_125539996_11a7192e-aade-4a7f-9456-01c479ba36fd&h=true,Paradigm Newsletters,62
9,EE. UU. quiere vender gas más caro (short),https://youtube.com/shorts/QYJpz77l0qA?feature=share,YouTube,63
9,Putin: tener en cuenta arsenales nucleares,https://actualidad.rt.com/actualidad/459199-putin-rusia-debe-tener-cuenta-arsenales-nucleares,RT,64
9,Cómo arruinar a Alemania,https://youtu.be/zLCvHqTea1o,YouTube,65
9,Julian Assange (short),https://youtube.com/shorts/4-pwyoC1IpM?feature=share,YouTube,66
9,Qasem Soleimani (docu),https://youtube.com/watch?v=4HRJZfakGsU&feature=share,YouTube,67
9,1 año de la guerra en Ucrania,https://youtu.be/QyRtxbTiS74,YouTube,68
9,Desafío a la OTAN,https://youtu.be/ylZEnDAkR78,YouTube,69
10,Putin aguanta los golpes,https://youtu.be/apM8BIeNn_I,YouTube,70
10,Jaque mate,https://youtu.be/_5srr8o1pFA,YouTube,71
10,Espejo,https://youtu.be/jTiE74VF3Do,YouTube,72
10,¿Qué tan letal es el uranio empobrecido?,https://youtu.be/ie5E7ftbhpY,YouTube,73
10,Espejo: ¿quién escribirá la historia en 2023?,https://youtu.be/c5l5g295pvU,YouTube,74
10,Ingleses entregan munición de uranio a Ucrania,https://youtu.be/Tbc5UE_MUzc,YouTube,75
10,Cómo cambiar la línea temporal,https://youtu.be/sAHx6IdN2i0,YouTube,76
10,Espejo: al borde de la tercera,https://youtu.be/wU_08HJLmW0,YouTube,77
10,Entrevista Dave XRP / Whiplash,https://beforeitsnews.com/economy/2023/03/dave-xrp-lion-discusses-the-deep-state-crash-the-quantum-system-with-nicholas-veniamin-must-video-3081385.html,beforeitsnews.com,78
10,Trump y códigos nucleares (Shadow of Ezra),https://twitter.com/ShadowofEzra/status/1667232033255333897?t=UQsIc0wBu2v3KG2tlUCJCA&s=19,Twitter/X,82
10,¿Qué pasó con la rebelión de Wagner?,https://youtu.be/ILd4ZBiyZ6Q,YouTube,83
10,Noticias de la rebelión,https://youtu.be/0X-CUvovAYw,YouTube,84
10,El fin de la rebelión,https://youtu.be/YjmBCzZGjKM,YouTube,85
10,Espejo 1717,https://youtu.be/BPLyMKETyb4,YouTube,86
10,Liu Sibaya sobre nazismo en Ucrania/Canadá,https://youtu.be/q6ep7e6RcRM?si=nJGAIVI9KTQoE5i3,YouTube,87
11,"Bancos, colapso, tribunales y crímenes de guerra",https://rumble.com/v2fc4x8-bancos-collapso-se-conecta-a-tribunales-y-crmenes-de-guerra.html,Rumble,79
11,Rompiendo la defensa del enemigo,https://youtu.be/4MMeSNJEEA0,YouTube,80
11,Grupo Wagner toma Bajmut,https://youtu.be/KzvYf4dHWsc,YouTube,81
14,Análisis Rafapal: Oriente Medio en guerra total,https://youtu.be/yYBibHoW8lE,YouTube,88
14,El metro de Gaza,https://youtu.be/S_IWDkuGftI,YouTube,89
14,El metro de Gaza (Armapedia),https://youtu.be/dmkm0WcXhQc,YouTube,90
14,Invasión de Israel a Gaza,https://youtu.be/tDhG_WSVkkM,YouTube,91
14,Objetivo Irán,https://youtu.be/YKQ6UKHtzpQ,YouTube,92
14,A puertas de la 3ª y ataque de EE.UU. a Irán,https://youtu.be/RK48qTXRJq0,YouTube,93
14,Guerra climática: Acapulco,https://youtu.be/ytTdvkjM75Q,YouTube,94
14,EE.UU. reconoce incapacidad antiaérea,https://youtu.be/GQbIg6fJ9sA,YouTube,95
14,Declaración Balfour,https://youtu.be/bLHjxCztflg,YouTube,96
15,Kinzhal,https://youtu.be/fMNjkhlS8XU,YouTube,97
15,Conocimiento militar,https://youtu.be/_cIxmePG0Mg,YouTube,98
15,Oriente Próximo en 2024,https://youtu.be/aNd3Y0I-w4s,YouTube,99
15,Penas de cárcel por publicar en Ucrania,https://youtu.be/9e2mziwa7t0,YouTube,100
15,Se espera 2024 muy movido,https://youtu.be/UGg5fiDAPKc,YouTube,101
15,Ocultando montañas de cadáveres,https://youtu.be/UNIrvjEkN_E,YouTube,102
15,4º Reich,https://youtu.be/UtEVChRMBk8,YouTube,103
15,Operación Anaconda (OTAN),https://youtu.be/GQR9JvLbzys,YouTube,104
15,Caso Burisma,https://youtu.be/pRV9qUd7M_o,YouTube,105
15,Destrucción de infraestructura militar,https://youtu.be/VfoOy897rNc,YouTube,106
15,Gran Bretaña toma las riendas de Ucrania,https://youtu.be/_FO87e7wDlI,YouTube,107
16,Ina y el Mar Negro,https://youtu.be/YyujVg5lEL8,YouTube,108
16,Jalife: muerte del presidente de Irán,https://youtu.be/n94ZjjuM0Kk,YouTube,109
16,CPI: dictamen,https://youtu.be/iOYLNuKXa8g,YouTube,110
16,Tácticas y estratégicas,https://youtu.be/PMUe1Y8K_8A,YouTube,111
16,Hunden Kirinqui,https://youtu.be/5XowHWvk9LM,YouTube,112
16,Ucrania no ha derribado misiles rusos,https://youtu.be/fXRS4LoD2Fs,YouTube,113
16,Doctrina existencial rusa,https://youtu.be/HeUeCoYzyVw,YouTube,114
16,Putin visita Pyongyang,https://youtu.be/yIbUEapEFHI,YouTube,115
16,Gallina nuclear,https://youtu.be/mwL409xKNV8,YouTube,116
16,Iskander aniquila HIMARS,https://youtu.be/aVhIQc42rFw,YouTube,117
16,Destruyen tren con armas,https://youtu.be/CUHo-xQRxIw,YouTube,118
16,OTAN cambia de caballo (Rumble),https://rumble.com/v57ukzn-la-otan-cambia-de-caballo-en-plena-carrera-la-ue-hizo-cola-para-pedir-a-tru.html,Rumble,119
16,Incursión a Kursk,https://youtu.be/f5kiJg_lQfg,YouTube,120
16,Internet y geolocalización en guerra,https://youtu.be/uQ-Bh50xeAk,YouTube,121
16,Putin visita Chechenia,https://youtu.be/ZDUUMNGPLlc,YouTube,122
16,Derrumbe en invierno,https://youtu.be/2leoqWlA0Zs,YouTube,123
17,Posible paso a DEFCON 4,https://rumble.com/v5fosic-el-misil-que-alcanz-el-arsenal-ruso-podra-ser-un-tomahawk-si-se-confirma-co.html,Rumble,124
17,Advertencias de Lavrov y Volodin,https://rumble.com/v5fxg3h-seria-advertencia-a-occidente-de-sergui-lavrov-y-de-viacheslav-volodin-sobr.html,Rumble,125
17,Los F-16s,https://youtu.be/kn4XZZftRPM,YouTube,126
17,Represalias de Israel,https://youtu.be/LxSfCiRrRmc,YouTube,127
17,Predicciones de la IA,https://youtu.be/OMI1Ppw9TuY,YouTube,128
17,Irán en la Biblia,https://youtu.be/nJCjscirgtU,YouTube,129
17,OTAN vs Oriente,https://youtu.be/fCKLaTE8PXc,YouTube,130
17,Comunicado de Persia,https://youtu.be/i_mEznkPPZw,YouTube,131
17,Israel prepara algo gordo,https://youtu.be/KrTMq9jAV3k,YouTube,132
17,Irán vs Israel: después,https://youtu.be/znJdLEFdw4Q,YouTube,133
17,Corea del Norte se prepara,https://youtu.be/uOaqWZY2BqI,YouTube,134
17,Scott Ritter: Israel al borde de la derrota,https://youtu.be/ovtaJeocnHc,YouTube,135
17,Sale el topo (Australia),https://youtu.be/QgEqCeXBiuQ,YouTube,136
17,¿Se puede evitar el armagedón?,https://youtu.be/pqXNm6xI6_I,YouTube,137
17,Preparativos: la triada,https://youtu.be/UK4v8rdEExs,YouTube,138
17,Triada de disuasión en vivo,https://www.youtube.com/live/9JXKji6stiY,YouTube,139
17,La OTAN declara la guerra a Rusia,https://youtu.be/r68G3HcARZg,YouTube,140
17,ODAB 9000,https://youtu.be/siyJY7Y6LdE,YouTube,141
17,Ases Hi,https://youtu.be/L5ZJu75bQCo,YouTube,142
19,Los Delta Force,https://youtu.be/-0WbY9tZzzc,YouTube,143
19,Delta Force fue destruido,https://youtu.be/UTRKBE5r-GI,YouTube,144
19,Space Force,https://youtu.be/bk7LmQWZUXk,YouTube,145
19,¿Quién paga la guerra? (short),https://youtube.com/shorts/Ej5Qlx6fPYg,YouTube,146
19,Trump entregará la victoria a Putin (live),https://www.youtube.com/live/aXiDioJ8MyQ,YouTube,147
19,Járkov cementerio,https://youtu.be/qimeRSrLhmM,YouTube,148
19,Ganar perdiendo la guerra,https://youtu.be/9vmkFoOSzjg,YouTube,149
19,Putin no fanfarronea,https://youtu.be/Tjks5tnLWqc,YouTube,150
19,La OTAN declara la guerra a Rusia,https://youtu.be/r68G3HcARZg,YouTube,151
19,Oriestnik,https://youtu.be/8hCIxMo_yiA,YouTube,152
19,Oriestnik Espejo,https://youtu.be/kEXCmN1fQTE,YouTube,153
19,Oriestnik Liu,https://youtu.be/cInGPaFFr6c,YouTube,154
19,Oriestnik top impacto,https://youtu.be/y1szUQSMyfI,YouTube,155
19,¿Quién lleva las riendas de EEUU?,https://youtu.be/TLXQDkhw9NY,YouTube,156
19,Orestnik arma de precisión,https://youtu.be/hEErB49i4jg,YouTube,157
19,Oriente Medio en llamas,https://youtu.be/3Zf37kkgJhc,YouTube,158
20,No habrá segundas oportunidades,https://youtu.be/rsBTiwfpJBc,YouTube,159
20,Cae Siria y Bashar Al-Assad,https://youtu.be/WUQYojLOeFM,YouTube,160
20,Cae Siria (short),https://youtube.com/shorts/MNKxUpmC0kk,YouTube,161
20,Rusia responde,https://youtu.be/huaX6qI22ls,YouTube,162
20,BBC Siria,https://youtu.be/FF2ucTNrNF0,YouTube,163
20,Siria (short),https://youtube.com/shorts/mqM4AdqN1NI,YouTube,164
20,Siria Liu,https://youtu.be/__uugS3TmcM,YouTube,165
20,Siria – Ina Afinogenova,https://youtu.be/U_bp8WjyW-0,YouTube,166
20,Trump sobre la OTAN,https://youtu.be/juty9jcnfnI,YouTube,167
20,La traición,https://youtu.be/EDsFj9EcFf0,YouTube,168
20,The Storm Rider en Siria,https://rumble.com/v5xuwyb-the-storm-rider-explica-el-triunfo-de-al-qaeda-en-siriagolpe-de-estado-usa.html,Rumble,169
20,Siria desmilitarizada,https://youtu.be/7GxGpgAYFJY,YouTube,170
20,Pacto USA–Rusia por Siria,https://youtu.be/XqONTqOpTGs,YouTube,171
20,Video editado,https://youtu.be/sKoIT1pkBmo,YouTube,172
20,Terremoto Vanuatu – Embajadas,https://www.infobae.com/america/mundo/2024/12/17/el-terremoto-en-vanuatu-dejo-graves-danos-en-el-edificio-que-alberga-las-embajadas-de-eeuu-nueva-zelanda-y-reino-unido/,Infobae,173
20,Asesinan al general Kirilov,https://youtu.be/DDHxO-Mdf5Y,YouTube,174
20,Venganza por Kirilov,https://youtu.be/iteSn3QhbTY,YouTube,175
20,La última batalla,https://youtu.be/LdCErRudW2Q,YouTube,176
20,Bielorrusia activa misiles,https://youtu.be/lT78ZXU1v9Q,YouTube,177
21,Impacto cinético,https://youtu.be/McVaAosRx9I,YouTube,178
21,Sistema antiaéreo ruso,https://youtu.be/q_M2sxT3YBU,YouTube,179
21,Putin exige rendición total,https://youtu.be/fOBAZ7m_2rw,YouTube,180
21,Trump: lo quiero todo,https://youtu.be/2ne4Oz_89pI,YouTube,181
21,Jaque Mate,https://youtu.be/xX2mTOaYP2Y,YouTube,182
21,Rusia está en peligro,https://youtu.be/h8vc5KRa8Ls,YouTube,183
21,La goma se ha roto,https://youtu.be/5ZpS96leN8s,YouTube,184
21,Putin va ganando por 3 touchdowns,https://youtu.be/X8SMdBgVpew,YouTube,185
21,Los ovnis son reales,https://youtu.be/gvYi9nH9bVI,YouTube,186
21,DeepSeek borra 2B en EEUU,https://youtu.be/GLbAiC64tAQ,YouTube,187
21,Mercenarios de EEUU eliminados (live),https://www.youtube.com/live/l-iJElteXG0,YouTube,188
21,Avance ejército ruso y traición,https://youtu.be/6eVVEZfsZHs,YouTube,189
21,Nueva arma rusa,https://youtu.be/QjSrqeLX8pw,YouTube,190
21,Rusia a 125 km de la victoria,https://youtu.be/0Sth2bYl0WA,YouTube,191
21,Se corta financiación al terrorismo,https://youtu.be/Jr4B8DenTTY,YouTube,192
21,Hemos ganado,https://youtu.be/sSZvOw5WHSk,YouTube,193
21,ONGs,https://youtu.be/TxAq7hvJdP8,YouTube,194
21,Movimiento del oro,https://youtu.be/OGSYcrw8VYA,YouTube,195
21,USAID para corromper,https://youtu.be/PloxGTlnBV8,YouTube,196
21,Desindustrialización en Europa,https://youtu.be/EuuaKFhkCt8,YouTube,197
21,Accidente helicóptero en Washington,https://youtu.be/n2U9bzqDkr0,YouTube,198
21,La estocada final,https://youtu.be/MiaI-IFPoyY,YouTube,199
21,Hemos vencido: nuevo capítulo,https://youtu.be/SpZCqQKDf_0,YouTube,200
21,Paz y neutralidad en Ucrania sin Ucrania,https://youtu.be/mPd7UE7cwOo,YouTube,201
21,Macron convoca OTAN (live),https://www.youtube.com/live/a4RdiWfXM8Y,YouTube,202
21,Tambores de guerra nuevamente,https://youtu.be/xyRwtXA0Od0,YouTube,203
21,Reunión de la UE (live),https://www.youtube.com/live/0tiNsGq1cLM,YouTube,204
21,Represalias y niveles,https://youtu.be/QAncX5Llpe4,YouTube,205
21,Operación tubería (Ucrania),https://youtu.be/DtKNr5EqieM,YouTube,206
21,¿Le sobramos a las élites?,https://youtu.be/-NXrtCNN260,YouTube,207
21,FAB-3000 y Kursk,https://youtu.be/GmM_qd6Tklo,YouTube,208
21,Donald tiene razón,https://youtu.be/FkMqS9AStkU,YouTube,209
21,Rusia expulsa ucranianos de Kursk,https://youtu.be/WbgWNlJOuoM,YouTube,210
21,Trofeos en Kursk (live),https://www.youtube.com/live/yKWQFqkQ5dY,YouTube,211
21,Guerra electrónica (min 11),https://youtu.be/ooYvtv4BzpU,YouTube,212
23,Ucrania vende armas de la OTAN,https://youtu.be/IqiJMsqUviQ,YouTube,213
23,Zona de seguridad 50–100 km,https://youtu.be/j33-fhUea9c,YouTube,214
23,Antidrones T-90 Arena,https://youtu.be/LjCmB4zrfnM,YouTube,215
23,Gran concesión de Putin,https://youtu.be/evP2VgLtoFQ,YouTube,216
23,Apagón en Europa,https://youtu.be/rXAYhi0cBis,YouTube,217
23,Ataque relámpago,https://youtu.be/AMrEdQkt8EA,YouTube,218
23,Esta también es la guerra de Trump,https://youtu.be/lGRBR2rTVoY,YouTube,219
23,200.000 para la victoria,https://youtu.be/U36rLN0hNck,YouTube,220
23,Rusia se cansó,https://youtu.be/asUAQ1rNutI,YouTube,221
23,Blanco y en botella (min 15),https://youtu.be/4jy2KNLUxus,YouTube,222
23,Historiador israelí (short),https://youtube.com/shorts/0qtYwPpln7E,YouTube,223
23,Israel vs Irán (live Estulin),https://www.youtube.com/live/z9WDJz71F_c,YouTube,224
23,Misiles barrieron Israel,https://youtu.be/o3CooU1NF3M,YouTube,225
23,Ofensiva rusa en Ucrania,https://youtu.be/deVqbYGivUo,YouTube,226
23,Iron Dome,https://youtu.be/t8oQ81XjN1Y,YouTube,227
23,Irán ataca (live),https://www.youtube.com/live/mLoB6houxGI,YouTube,228
23,EE.UU. entra en guerra con Irán (live),https://www.youtube.com/live/WHzgH1DTLtk,YouTube,229
23,Espejo: lo de Irán realmente,https://youtu.be/YKDq1zFCzQk,YouTube,230
23,Error que puede costar a EE.UU.,https://youtu.be/IRbfDB9Hos0,YouTube,231
23,Vicepresidente Vance,https://youtu.be/Hs_19D9-8SQ,YouTube,232
23,Irán detiene 700 espías,https://youtu.be/qQu6ecYWxmk,YouTube,233
23,Alerta de bandera falsa,https://youtu.be/H5Qu3x7cMnM,YouTube,234
23,Iron Dome superado,https://youtu.be/kU3UyOgNI2k,YouTube,235
23,Quiebra técnica,https://youtu.be/nwPfJCFnsBA,YouTube,236
23,Europa se entrega a EE.UU.,https://youtu.be/N9Eyr8EOtg8,YouTube,237
24,F24 – Video principal,https://youtu.be/XPt6lQwWwL0,YouTube,238
24,Ciberguerras,https://youtu.be/INVYJOzmGCM,YouTube,239
24,UMPB-5,https://youtu.be/SgEHhx_u5gA,YouTube,240
24,OTAN: proyecto pan-británico,https://youtu.be/TGpVc6nTN2E,YouTube,241
24,OSS desenlace Ucrania,https://youtu.be/Uct6D-X0ch0,YouTube,242
24,Oriesnik vs decapitación,https://youtu.be/lknfY6frovU,YouTube,243
24,Super super (material),https://youtu.be/6KGIdhm3sRY,YouTube,244
24,Murmansk-BN,https://youtu.be/hlXvNlfvR3A,YouTube,245
24,Se reúnen en China,https://youtu.be/4j4hP2G9r-o,YouTube,246
24,Ataque israelí a Qatar,https://youtu.be/ZUtuUyPTplM,YouTube,247
24,Macron se acobardó,https://youtu.be/iXjsAdBVnE8,YouTube,248
24,Quirúrgico,https://youtu.be/t-9tuqJf70A,YouTube,249
24,Cierran cielos Irán e Irak,https://youtu.be/u47soX-ax30,YouTube,250
24,Detienen Tomahawk,https://youtu.be/9iXLw4pfOco,YouTube,251
24,Burevestnik,https://youtu.be/tspGe-KuZpY,YouTube,252
24,Cómo poner fin a esto,https://youtu.be/jQWKQ2Uvx-o,YouTube,253
